ID,Spp,ScientificName,Region,month,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S782,CLO,Carcharhinus longimanus,ATL_N,6,1.16E-06,4.92E-06,11.11111111,NA
S782,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S782,CLO,Carcharhinus longimanus,ATL_N,8,0,0,0,NA
S782,CLO,Carcharhinus longimanus,ATL_N,9,0,0,0,NA
S783,CLO,Carcharhinus longimanus,ATL_N,4,0,0,0,NA
S783,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S783,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S784,CLO,Carcharhinus longimanus,ATL_N,4,0,0,0,NA
S784,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S785,CLO,Carcharhinus longimanus,ATL_N,4,0,NA,0,NA
S785,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S785,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,1,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,10,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,11,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,12,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,2,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,4,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,8,0,0,0,NA
S786,CLO,Carcharhinus longimanus,ATL_N,9,0,0,0,NA
S787,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S787,CLO,Carcharhinus longimanus,ATL_N,6,1.30E-05,3.67E-05,12.5,NA
S787,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S787,CLO,Carcharhinus longimanus,ATL_N,8,0,NA,0,NA
S788,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S788,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S788,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S788,CLO,Carcharhinus longimanus,ATL_N,8,0,NA,0,NA
S789,CLO,Carcharhinus longimanus,ATL_N,4,0,0,0,NA
S789,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S790,CLO,Carcharhinus longimanus,ATL_N,10,0,0,0,NA
S790,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S790,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S790,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S790,CLO,Carcharhinus longimanus,ATL_N,8,0,0,0,NA
S790,CLO,Carcharhinus longimanus,ATL_N,9,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,1,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,10,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,11,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,12,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,2,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,3,0,NA,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,8,0,0,0,NA
S791,CLO,Carcharhinus longimanus,ATL_N,9,0,0,0,NA
S792,CLO,Carcharhinus longimanus,ATL_N,5,0,NA,0,NA
S793,CLO,Carcharhinus longimanus,ATL_N,5,0,NA,0,NA
S794,CLO,Carcharhinus longimanus,ATL_N,4,0,0,0,NA
S794,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S794,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S794,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S795,CLO,Carcharhinus longimanus,ATL_N,4,0,NA,0,NA
S795,CLO,Carcharhinus longimanus,ATL_N,5,0,0,0,NA
S795,CLO,Carcharhinus longimanus,ATL_N,6,0,0,0,NA
S796,CLO,Carcharhinus longimanus,ATL_N,5,0,NA,0,NA
S797,CLO,Carcharhinus longimanus,ATL_N,5,7.45E-06,1.27E-05,28.57142857,NA
S797,CLO,Carcharhinus longimanus,ATL_N,6,5.94E-05,0.000143116,33.33333333,NA
S797,CLO,Carcharhinus longimanus,ATL_N,7,0,0,0,NA
S797,CLO,Carcharhinus longimanus,ATL_N,8,0,NA,0,NA
S801,CLO,Carcharhinus longimanus,ATL_N,2,0,0,0,NA
S801,CLO,Carcharhinus longimanus,ATL_N,3,0.00012575,0.000153973,60,NA
S801,CLO,Carcharhinus longimanus,ATL_N,4,3.61E-06,7.22E-06,25,NA
S801,CLO,Carcharhinus longimanus,ATL_N,5,0,NA,0,NA
S802,CLO,Carcharhinus longimanus,ATL_N,2,0,NA,0,NA
S802,CLO,Carcharhinus longimanus,ATL_N,3,2.73E-05,6.69E-05,16.66666667,NA
S803,CLO,Carcharhinus longimanus,ATL_N,3,0,NA,0,NA
S803,CLO,Carcharhinus longimanus,ATL_N,4,1.03E-05,2.30E-05,23.07692308,NA
S803,CLO,Carcharhinus longimanus,ATL_N,5,0.000362063,0.000496637,100,NA
S805,CLO,Carcharhinus longimanus,PAC_NE,10,0,0,0,NA
S806,CLO,Carcharhinus longimanus,PAC_NE,10,0,0,0,NA
S1438,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1438,LNA,Lamna nasus,ATL_N,12,7.83E-06,1.03E-05,60,NA
S1438,LNA,Lamna nasus,ATL_N,2,0,NA,0,NA
S1438,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1439,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1439,LNA,Lamna nasus,ATL_N,12,3.34E-05,2.70E-05,75,NA
S1439,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1440,LNA,Lamna nasus,ATL_N,11,2.02E-05,3.95E-05,50,NA
S1440,LNA,Lamna nasus,ATL_N,12,5.44E-05,5.56E-05,60,NA
S1440,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1440,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1441,LNA,Lamna nasus,ATL_N,1,3.33E-05,8.10E-05,28.57142857,NA
S1441,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1441,LNA,Lamna nasus,ATL_N,12,0.000708084,NA,100,NA
S1441,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1441,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1441,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1441,LNA,Lamna nasus,ATL_N,5,5.12E-05,0.000114379,20,NA
S1441,LNA,Lamna nasus,ATL_N,6,0.000467078,0.000521712,100,NA
S1441,LNA,Lamna nasus,ATL_N,7,2.47E-05,3.49E-05,50,NA
S1442,LNA,Lamna nasus,ATL_N,11,5.20E-05,9.01E-05,33.33333333,NA
S1442,LNA,Lamna nasus,ATL_N,12,4.99E-05,5.70E-05,100,NA
S1442,LNA,Lamna nasus,ATL_N,3,0.000378144,0.000397432,100,NA
S1442,LNA,Lamna nasus,ATL_N,4,0.000696833,0.000966284,100,NA
S1442,LNA,Lamna nasus,ATL_N,5,0.000216298,0.000346666,62.5,NA
S1442,LNA,Lamna nasus,ATL_N,6,0.001072572,0.001214969,100,NA
S1442,LNA,Lamna nasus,ATL_N,7,0.000185499,0.000330959,44.44444444,NA
S1443,LNA,Lamna nasus,ATL_N,1,0.000174334,0.000338721,50,NA
S1443,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1443,LNA,Lamna nasus,ATL_N,12,7.82E-05,0.000135492,33.33333333,NA
S1443,LNA,Lamna nasus,ATL_N,2,5.30E-05,0.000129859,16.66666667,NA
S1443,LNA,Lamna nasus,ATL_N,3,9.05E-06,1.57E-05,33.33333333,NA
S1444,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1444,LNA,Lamna nasus,ATL_N,11,4.81E-06,1.04E-05,33.33333333,NA
S1444,LNA,Lamna nasus,ATL_N,12,9.05E-06,1.66E-05,33.33333333,NA
S1444,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1444,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1444,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1444,LNA,Lamna nasus,ATL_N,5,8.27E-05,0.000111256,66.66666667,NA
S1444,LNA,Lamna nasus,ATL_N,7,0.000114944,0.000135632,80,NA
S1445,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1445,LNA,Lamna nasus,ATL_N,11,1.18E-05,2.68E-05,33.33333333,NA
S1445,LNA,Lamna nasus,ATL_N,12,0,NA,0,NA
S1445,LNA,Lamna nasus,ATL_N,2,4.04E-05,8.09E-05,25,NA
S1445,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1445,LNA,Lamna nasus,ATL_N,4,6.56E-08,2.18E-07,9.090909091,NA
S1445,LNA,Lamna nasus,ATL_N,5,6.02E-05,0.000105213,40,NA
S1445,LNA,Lamna nasus,ATL_N,6,0.000156125,0.0001395,100,NA
S1445,LNA,Lamna nasus,ATL_N,7,0.000533214,0.00055331,75,NA
S1446,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1446,LNA,Lamna nasus,ATL_N,11,2.25E-06,4.50E-06,25,NA
S1446,LNA,Lamna nasus,ATL_N,12,1.40E-06,3.22E-06,25,NA
S1446,LNA,Lamna nasus,ATL_N,2,0.000203513,0.000455068,20,NA
S1446,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1446,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1446,LNA,Lamna nasus,ATL_N,5,3.72E-05,5.45E-05,37.5,NA
S1446,LNA,Lamna nasus,ATL_N,6,0.000344664,0.000446114,90.90909091,NA
S1446,LNA,Lamna nasus,ATL_N,7,0.000973798,0.001173283,75,NA
S1447,LNA,Lamna nasus,ATL_N,1,3.20E-06,6.40E-06,25,NA
S1447,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1447,LNA,Lamna nasus,ATL_N,12,0.000238938,0.000418519,50,NA
S1447,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1447,LNA,Lamna nasus,ATL_N,5,0.000184875,0.000372812,45.45454545,NA
S1447,LNA,Lamna nasus,ATL_N,6,0.005554826,0.006669515,100,NA
S1447,LNA,Lamna nasus,ATL_N,7,0.000508588,0.000652485,88.88888889,NA
S1448,LNA,Lamna nasus,ATL_N,10,0.00230302,0.001272249,100,NA
S1448,LNA,Lamna nasus,ATL_N,11,0.000513573,0.000839215,40,NA
S1448,LNA,Lamna nasus,ATL_N,12,2.42E-05,NA,100,NA
S1448,LNA,Lamna nasus,ATL_N,4,0.000479861,0.000505623,100,NA
S1448,LNA,Lamna nasus,ATL_N,5,0.000175361,5.71E-05,100,NA
S1448,LNA,Lamna nasus,ATL_N,6,0.001838863,0.001157148,100,NA
S1448,LNA,Lamna nasus,ATL_N,7,0.001683214,0.002915411,33.33333333,NA
S1448,LNA,Lamna nasus,ATL_N,8,0.005390253,0.007622969,50,NA
S1448,LNA,Lamna nasus,ATL_N,9,0.002443454,0.002165133,66.66666667,NA
S1449,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1449,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1449,LNA,Lamna nasus,ATL_N,3,0.000777546,0.001477484,50,NA
S1449,LNA,Lamna nasus,ATL_N,4,0.000200169,0.000318116,50,NA
S1449,LNA,Lamna nasus,ATL_N,5,0.000189097,0.000378194,25,NA
S1449,LNA,Lamna nasus,ATL_N,6,0.002160126,0.000715074,100,NA
S1449,LNA,Lamna nasus,ATL_N,7,0.000931476,0.001697893,60,NA
S1449,LNA,Lamna nasus,ATL_N,8,0.015585312,NA,100,NA
S1449,LNA,Lamna nasus,ATL_N,9,0.00139996,0.001815442,66.66666667,NA
S1450,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1450,LNA,Lamna nasus,ATL_N,10,0.002022538,0.002055721,100,NA
S1450,LNA,Lamna nasus,ATL_N,11,0.000144678,0.000292038,44.44444444,NA
S1450,LNA,Lamna nasus,ATL_N,12,0,0,0,NA
S1450,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1450,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1450,LNA,Lamna nasus,ATL_N,5,0.000148211,0.000211563,40,NA
S1450,LNA,Lamna nasus,ATL_N,6,0.002547602,0.00020524,100,NA
S1450,LNA,Lamna nasus,ATL_N,7,0.000531725,0.000728614,71.42857143,NA
S1450,LNA,Lamna nasus,ATL_N,8,0.000958953,0.000308363,100,NA
S1450,LNA,Lamna nasus,ATL_N,9,0.00352424,NA,100,NA
S1451,LNA,Lamna nasus,ATL_N,10,0.001173946,0.001128759,100,NA
S1451,LNA,Lamna nasus,ATL_N,11,0.000122787,0.00030958,30,NA
S1451,LNA,Lamna nasus,ATL_N,12,1.86E-05,NA,100,NA
S1451,LNA,Lamna nasus,ATL_N,7,4.12E-05,0.000109107,14.28571429,NA
S1451,LNA,Lamna nasus,ATL_N,8,0.000929398,0.001513548,66.66666667,NA
S1451,LNA,Lamna nasus,ATL_N,9,0,NA,0,NA
S1452,LNA,Lamna nasus,ATL_N,11,1.20E-05,1.68E-05,40,NA
S1452,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1452,LNA,Lamna nasus,ATL_N,5,1.77E-05,3.95E-05,20,NA
S1452,LNA,Lamna nasus,ATL_N,6,0.000334967,0.00021982,100,NA
S1452,LNA,Lamna nasus,ATL_N,7,0.005512545,0.006983575,100,NA
S1452,LNA,Lamna nasus,ATL_N,8,0.005406841,0.001888343,100,NA
S1452,LNA,Lamna nasus,ATL_N,9,0.002044255,0.002495931,50,NA
S1453,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1453,LNA,Lamna nasus,ATL_N,11,2.68E-06,7.08E-06,14.28571429,NA
S1453,LNA,Lamna nasus,ATL_N,12,0,0,0,NA
S1453,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1453,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1453,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1453,LNA,Lamna nasus,ATL_N,5,2.94E-05,6.78E-05,44.44444444,NA
S1454,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1454,LNA,Lamna nasus,ATL_N,11,4.83E-07,1.18E-06,16.66666667,NA
S1454,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1454,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1455,LNA,Lamna nasus,AUSTRL,6,2.11E-05,4.94E-05,28.57142857,NA
S1455,LNA,Lamna nasus,AUSTRL,7,0.000788835,0.000924406,71.42857143,NA
S1455,LNA,Lamna nasus,AUSTRL,8,0.000120437,0.000243019,33.33333333,NA
S1455,LNA,Lamna nasus,AUSTRL,9,0,0,0,NA
S1456,LNA,Lamna nasus,AUSTRL,1,0,0,0,NA
S1456,LNA,Lamna nasus,AUSTRL,10,0,0,0,NA
S1456,LNA,Lamna nasus,AUSTRL,11,0,0,0,NA
S1456,LNA,Lamna nasus,AUSTRL,12,0,0,0,NA
S1456,LNA,Lamna nasus,AUSTRL,7,1.39E-05,2.77E-05,25,NA
S1457,LNA,Lamna nasus,AUSTRL,6,0,0,0,NA
S1457,LNA,Lamna nasus,AUSTRL,7,0,0,0,NA
S1457,LNA,Lamna nasus,AUSTRL,8,3.19E-06,9.58E-06,11.11111111,NA
S1458,LNA,Lamna nasus,AUSTRL,6,0.000163642,0.00031682,41.66666667,NA
S1458,LNA,Lamna nasus,AUSTRL,7,0,0,0,NA
S1458,LNA,Lamna nasus,AUSTRL,8,2.75E-05,6.09E-05,29.41176471,NA
S1458,LNA,Lamna nasus,AUSTRL,9,0,NA,0,NA
S1459,LNA,Lamna nasus,AUSTRL,11,1.99E-05,2.05E-05,100,NA
S1459,LNA,Lamna nasus,AUSTRL,5,0.00026012,0.000232616,100,NA
S1459,LNA,Lamna nasus,AUSTRL,6,0.000937766,0.001572166,100,NA
S1459,LNA,Lamna nasus,AUSTRL,8,0,0,0,NA
S1460,LNA,Lamna nasus,AUSTRL,11,1.60E-05,3.68E-05,22.22222222,NA
S1460,LNA,Lamna nasus,AUSTRL,12,0,0,0,NA
S1460,LNA,Lamna nasus,AUSTRL,2,0,0,0,NA
S1460,LNA,Lamna nasus,AUSTRL,3,0,0,0,NA
S1460,LNA,Lamna nasus,AUSTRL,6,5.63E-06,1.19E-05,20,NA
S1460,LNA,Lamna nasus,AUSTRL,7,5.62E-05,0.000123452,33.33333333,NA
S1460,LNA,Lamna nasus,AUSTRL,8,0,0,0,NA
S1461,LNA,Lamna nasus,AUSTRL,1,0,0,0,NA
S1461,LNA,Lamna nasus,AUSTRL,10,0.003517241,0.003757542,100,NA
S1461,LNA,Lamna nasus,AUSTRL,11,0.002280461,NA,100,NA
S1461,LNA,Lamna nasus,AUSTRL,12,0.001014449,0.001067769,100,NA
S1461,LNA,Lamna nasus,AUSTRL,7,0.000782802,0.000788521,66.66666667,NA
S1461,LNA,Lamna nasus,AUSTRL,8,8.38E-05,0.000211743,35.71428571,NA
S1461,LNA,Lamna nasus,AUSTRL,9,1.41E-05,2.83E-05,27.27272727,NA
S1462,LNA,Lamna nasus,AUSTRL,1,0,0,0,NA
S1462,LNA,Lamna nasus,AUSTRL,10,0.000218727,0.000207943,80,NA
S1462,LNA,Lamna nasus,AUSTRL,11,8.54E-05,0.000155843,42.85714286,NA
S1462,LNA,Lamna nasus,AUSTRL,12,0,0,0,NA
S1462,LNA,Lamna nasus,AUSTRL,2,0.001633171,0.002392604,83.33333333,NA
S1462,LNA,Lamna nasus,AUSTRL,3,0.000369761,0.000826811,20,NA
S1462,LNA,Lamna nasus,AUSTRL,7,0.000123105,0.000174097,50,NA
S1462,LNA,Lamna nasus,AUSTRL,8,0.00038156,0.000539241,80,NA
S1462,LNA,Lamna nasus,AUSTRL,9,0,NA,0,NA
S1463,LNA,Lamna nasus,AUSTRL,1,0,0,0,NA
S1463,LNA,Lamna nasus,AUSTRL,10,0,0,0,NA
S1463,LNA,Lamna nasus,AUSTRL,11,0,0,0,NA
S1463,LNA,Lamna nasus,AUSTRL,12,0,0,0,NA
S1463,LNA,Lamna nasus,AUSTRL,2,0,0,0,NA
S1464,LNA,Lamna nasus,AUSTRL,1,0,0,0,NA
S1464,LNA,Lamna nasus,AUSTRL,10,0,0,0,NA
S1464,LNA,Lamna nasus,AUSTRL,12,0,NA,0,NA
S1464,LNA,Lamna nasus,AUSTRL,9,0,NA,0,NA
S1465,LNA,Lamna nasus,ATL_N,1,0.000204137,0.000378394,75,NA
S1465,LNA,Lamna nasus,ATL_N,10,7.56E-05,0.000130931,33.33333333,NA
S1465,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1465,LNA,Lamna nasus,ATL_N,12,0.00022115,0.00019807,100,NA
S1465,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1465,LNA,Lamna nasus,ATL_N,9,0.000273278,0.000265263,100,NA
S1466,LNA,Lamna nasus,ATL_N,10,0.000901086,0.000936431,100,NA
S1466,LNA,Lamna nasus,ATL_N,9,0.000852567,NA,100,NA
S1467,LNA,Lamna nasus,ATL_N,5,0.000418893,0.000539103,100,NA
S1467,LNA,Lamna nasus,ATL_N,6,0.000476515,0.000328222,100,NA
S1467,LNA,Lamna nasus,ATL_N,7,0.000205753,0.000558619,66.66666667,NA
S1467,LNA,Lamna nasus,ATL_N,8,0.000564449,0.000798252,50,NA
S1467,LNA,Lamna nasus,ATL_N,9,0.000629358,0.000690733,75,NA
S1468,LNA,Lamna nasus,ATL_N,11,0.000734933,0.000455502,100,NA
S1468,LNA,Lamna nasus,ATL_N,12,0.004644735,0.005943847,100,NA
S1468,LNA,Lamna nasus,ATL_N,7,0.000378399,0.000237879,100,NA
S1469,LNA,Lamna nasus,ATL_N,1,6.11E-05,0.000105908,33.33333333,NA
S1469,LNA,Lamna nasus,ATL_N,11,3.21E-05,NA,100,NA
S1469,LNA,Lamna nasus,ATL_N,12,8.81E-05,0.000123943,50,NA
S1469,LNA,Lamna nasus,ATL_N,2,0,0,0,NA
S1470,LNA,Lamna nasus,ATL_N,6,1.19E-05,1.26E-05,100,NA
S1470,LNA,Lamna nasus,ATL_N,7,0,NA,0,NA
S1470,LNA,Lamna nasus,ATL_N,8,0.00022326,0.000123501,100,NA
S1471,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1471,LNA,Lamna nasus,ATL_N,11,0.005399501,NA,100,NA
S1471,LNA,Lamna nasus,ATL_N,12,3.18E-05,4.50E-05,50,NA
S1471,LNA,Lamna nasus,ATL_N,2,0.010187711,NA,100,NA
S1471,LNA,Lamna nasus,ATL_N,7,0.000186604,0.000190542,85.71428571,NA
S1471,LNA,Lamna nasus,ATL_N,8,0.007170492,NA,100,NA
S1471,LNA,Lamna nasus,ATL_N,9,0.000533774,NA,100,NA
S1472,LNA,Lamna nasus,ATL_N,1,0.000127359,0.000220593,33.33333333,NA
S1472,LNA,Lamna nasus,ATL_N,11,6.06E-05,8.22E-05,71.42857143,NA
S1472,LNA,Lamna nasus,ATL_N,12,0.000122184,0.000163415,50,NA
S1472,LNA,Lamna nasus,ATL_N,2,3.73E-05,NA,100,NA
S1472,LNA,Lamna nasus,ATL_N,4,0.009171535,0.008465104,100,NA
S1472,LNA,Lamna nasus,ATL_N,5,0.004311001,0.008284719,75,NA
S1473,LNA,Lamna nasus,ATL_N,6,0.000135584,0.000146635,83.33333333,NA
S1473,LNA,Lamna nasus,ATL_N,7,0,0,0,NA
S1473,LNA,Lamna nasus,ATL_N,8,0,0,0,NA
S1474,LNA,Lamna nasus,ATL_N,7,6.94E-05,6.72E-05,100,NA
S1474,LNA,Lamna nasus,ATL_N,8,8.12E-05,0.000102051,60,NA
S1475,LNA,Lamna nasus,ATL_N,11,7.34E-05,NA,100,NA
S1475,LNA,Lamna nasus,ATL_N,6,4.29E-05,7.00E-05,40,NA
S1475,LNA,Lamna nasus,ATL_N,7,0.000317322,0.000381833,100,NA
S1475,LNA,Lamna nasus,ATL_N,8,0.000475753,0.000650572,66.66666667,NA
S1475,LNA,Lamna nasus,ATL_N,9,0.001550964,0.00210763,60,NA
S1476,LNA,Lamna nasus,ATL_N,2,0,NA,0,NA
S1476,LNA,Lamna nasus,ATL_N,3,0,0,0,NA
S1476,LNA,Lamna nasus,ATL_N,4,0,0,0,NA
S1477,LNA,Lamna nasus,ATL_N,10,0.000568477,0.000771174,66.66666667,NA
S1477,LNA,Lamna nasus,ATL_N,11,0.000129301,0.000223957,33.33333333,NA
S1477,LNA,Lamna nasus,ATL_N,12,0,0,0,NA
S1477,LNA,Lamna nasus,ATL_N,6,0,0,0,NA
S1477,LNA,Lamna nasus,ATL_N,7,0.000558894,0.00077933,80,NA
S1477,LNA,Lamna nasus,ATL_N,8,0.000928153,0.000697966,100,NA
S1478,LNA,Lamna nasus,ATL_N,10,0.000360086,0.000670994,83.33333333,NA
S1478,LNA,Lamna nasus,ATL_N,11,0.000509515,0.000483865,100,NA
S1478,LNA,Lamna nasus,ATL_N,12,0.000128838,0.000103724,80,NA
S1478,LNA,Lamna nasus,ATL_N,9,0.000478289,NA,100,NA
S1479,LNA,Lamna nasus,ATL_N,1,0,NA,0,NA
S1479,LNA,Lamna nasus,ATL_N,10,6.19E-06,NA,100,NA
S1479,LNA,Lamna nasus,ATL_N,11,7.16E-05,0.000143248,25,NA
S1479,LNA,Lamna nasus,ATL_N,12,0,0,0,NA
S1480,LNA,Lamna nasus,ATL_N,10,0.000344605,0.000211359,100,NA
S1480,LNA,Lamna nasus,ATL_N,11,0.000627135,0.001234625,60,NA
S1480,LNA,Lamna nasus,ATL_N,12,1.30E-05,1.81E-05,66.66666667,NA
S1480,LNA,Lamna nasus,ATL_N,6,0.000201222,0.000225206,100,NA
S1480,LNA,Lamna nasus,ATL_N,7,0.00186368,0.002231744,66.66666667,NA
S1480,LNA,Lamna nasus,ATL_N,8,0.000911021,NA,100,NA
S1481,LNA,Lamna nasus,ATL_N,8,5.85E-05,7.30E-05,57.14285714,NA
S1481,LNA,Lamna nasus,ATL_N,9,0,0,0,NA
S1482,LNA,Lamna nasus,ATL_N,10,0.000718267,0.000885893,100,NA
S1482,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1482,LNA,Lamna nasus,ATL_N,6,0.000161867,8.09E-06,100,NA
S1482,LNA,Lamna nasus,ATL_N,7,0.000820001,0.001071367,100,NA
S1482,LNA,Lamna nasus,ATL_N,8,0.001305606,NA,100,NA
S1483,LNA,Lamna nasus,ATL_N,10,3.10E-05,1.77E-05,100,NA
S1483,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1483,LNA,Lamna nasus,ATL_N,12,0,0,0,NA
S1483,LNA,Lamna nasus,ATL_N,6,0.000706293,0.000586965,100,NA
S1483,LNA,Lamna nasus,ATL_N,7,0.000112952,6.14E-05,100,NA
S1483,LNA,Lamna nasus,ATL_N,8,6.45E-05,8.89E-05,50,NA
S1483,LNA,Lamna nasus,ATL_N,9,0.000241188,0.000334702,80,NA
S1484,LNA,Lamna nasus,ATL_N,1,0.002035404,0.002833653,100,NA
S1484,LNA,Lamna nasus,ATL_N,10,6.51E-05,9.21E-05,50,NA
S1484,LNA,Lamna nasus,ATL_N,12,0.000218221,0.000271755,66.66666667,NA
S1484,LNA,Lamna nasus,ATL_N,2,7.01E-05,0.000174094,28.57142857,NA
S1485,LNA,Lamna nasus,ATL_N,1,0.000142076,0.000162383,66.66666667,NA
S1485,LNA,Lamna nasus,ATL_N,2,0,NA,0,NA
S1486,LNA,Lamna nasus,ATL_N,1,0.001737646,0.001237361,100,NA
S1486,LNA,Lamna nasus,ATL_N,11,0.000157963,0.000156864,80,NA
S1486,LNA,Lamna nasus,ATL_N,12,0.000249332,0.000387096,50,NA
S1486,LNA,Lamna nasus,ATL_N,2,0,NA,0,NA
S1486,LNA,Lamna nasus,ATL_N,3,0.000710012,NA,100,NA
S1487,LNA,Lamna nasus,ATL_N,1,8.37E-06,1.18E-05,50,NA
S1487,LNA,Lamna nasus,ATL_N,10,0.000786912,0.000159211,100,NA
S1487,LNA,Lamna nasus,ATL_N,11,0.000773863,0.001064471,100,NA
S1487,LNA,Lamna nasus,ATL_N,2,0.000555147,0.001110295,25,NA
S1487,LNA,Lamna nasus,ATL_N,7,0.000476662,0.000208287,100,NA
S1487,LNA,Lamna nasus,ATL_N,8,0.000163166,7.12E-05,100,NA
S1488,LNA,Lamna nasus,ATL_N,1,0,0,0,NA
S1488,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
S1488,LNA,Lamna nasus,ATL_N,12,0.000418616,NA,100,NA
S1488,LNA,Lamna nasus,ATL_N,7,0.000145273,0.000217284,80,NA
S1489,LNA,Lamna nasus,ATL_N,10,0.000454154,0.000315383,100,NA
S1489,LNA,Lamna nasus,ATL_N,11,0.000743529,0.001051509,50,NA
S1489,LNA,Lamna nasus,ATL_N,12,0.000301398,0.000522036,33.33333333,NA
S1489,LNA,Lamna nasus,ATL_N,7,0.000440239,0.000221617,100,NA
S1489,LNA,Lamna nasus,ATL_N,8,0.00014086,NA,100,NA
S1490,LNA,Lamna nasus,ATL_N,11,0,0,0,NA
