ID,Spp,ScientificName,Region,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S716,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S717,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S718,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S719,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S720,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S721,CLO,Carcharhinus longimanus,ATL_N,1.38E-05,6.98E-05,13.63636364,35.04087679
S722,CLO,Carcharhinus longimanus,ATL_N,4.46E-07,2.99E-06,2.631578947,5.263157895
S723,CLO,Carcharhinus longimanus,ATL_N,2.89E-05,0.000199395,2.597402597,6.872081327
S724,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S725,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S726,CLO,Carcharhinus longimanus,ATL_N,7.23E-08,5.69E-07,1.587301587,4.761904762
S727,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S728,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S729,CLO,Carcharhinus longimanus,ATL_N,9.59E-07,6.21E-06,1.587301587,3.888078957
S730,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S731,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S732,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S733,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S734,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S735,CLO,Carcharhinus longimanus,ATL_N,1.65E-06,1.03E-05,0.869565217,2.749806661
S736,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S737,CLO,Carcharhinus longimanus,ATL_N,4.89E-07,4.91E-06,0.757575758,2.624319405
S738,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S739,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S740,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S741,CLO,Carcharhinus longimanus,ATL_N,2.52E-06,1.76E-05,1.5625,4.419417382
S742,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S743,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S744,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S745,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S746,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S747,CLO,Carcharhinus longimanus,ATL_N,7.50E-06,4.87E-05,2.040816327,5.399492472
S748,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S749,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S750,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S751,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S752,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S753,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S754,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S755,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S756,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S757,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S758,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S759,CLO,Carcharhinus longimanus,ATL_N,0,0,0,NA
S760,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S761,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S762,CLO,Carcharhinus longimanus,ATL_N,0,0,0,NA
S763,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S764,CLO,Carcharhinus longimanus,ATL_N,0,NA,0,NA
S765,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S766,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S767,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S768,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S769,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S770,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S771,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S772,CLO,Carcharhinus longimanus,ATL_N,2.86E-06,1.26E-05,3.647586981,6.367331868
S773,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S774,CLO,Carcharhinus longimanus,ATL_N,0,0,0,NA
S775,CLO,Carcharhinus longimanus,ATL_N,6.63E-05,0.000272387,10.82251082,18.83956374
S776,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S777,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S778,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S779,CLO,Carcharhinus longimanus,ATL_N,0,0,0,NA
S780,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S781,CLO,Carcharhinus longimanus,ATL_N,0,NA,0,NA
S782,CLO,Carcharhinus longimanus,ATL_N,5.36E-07,3.34E-06,1.587301587,4.199605256
S783,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S784,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S785,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S786,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S787,CLO,Carcharhinus longimanus,ATL_N,2.97E-06,1.76E-05,3.125,6.25
S788,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S789,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S790,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S791,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S792,CLO,Carcharhinus longimanus,ATL_N,0,NA,0,NA
S793,CLO,Carcharhinus longimanus,ATL_N,0,NA,0,NA
S794,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S795,CLO,Carcharhinus longimanus,ATL_N,0,0,0,0
S796,CLO,Carcharhinus longimanus,ATL_N,0,NA,0,NA
S797,CLO,Carcharhinus longimanus,ATL_N,2.40E-05,8.48E-05,15.47619048,17.97579627
S798,CLO,Carcharhinus longimanus,OTHER,0,0,0,0
S799,CLO,Carcharhinus longimanus,OTHER,6.31E-06,2.11E-05,6,13.41640786
S800,CLO,Carcharhinus longimanus,OTHER,1.84E-05,6.16E-05,9.090909091,12.85648693
S801,CLO,Carcharhinus longimanus,ATL_N,4.02E-05,9.94E-05,21.25,28.39454173
S802,CLO,Carcharhinus longimanus,ATL_N,2.34E-05,6.19E-05,8.333333333,11.78511302
S803,CLO,Carcharhinus longimanus,ATL_N,0.000137772,0.000335617,41.02564103,52.36045604
S804,CLO,Carcharhinus longimanus,OTHER,8.28E-07,4.30E-06,2.777777778,6.804138174
S805,CLO,Carcharhinus longimanus,PAC_NE,0,0,0,NA
S806,CLO,Carcharhinus longimanus,PAC_NE,0,0,0,NA
S1438,LNA,Lamna nasus,ATL_N,3.56E-06,7.68E-06,15,30
S1439,LNA,Lamna nasus,ATL_N,2.05E-05,2.66E-05,25,43.30127019
S1440,LNA,Lamna nasus,ATL_N,3.12E-05,4.82E-05,27.5,32.01562119
S1441,LNA,Lamna nasus,ATL_N,6.23E-05,0.000187005,33.17460317,41.5501773
S1442,LNA,Lamna nasus,ATL_N,0.000499215,0.000829227,77.18253968,29.70033314
S1443,LNA,Lamna nasus,ATL_N,6.72E-05,0.000172706,26.66666667,19.00292375
S1444,LNA,Lamna nasus,ATL_N,2.27E-05,6.54E-05,26.66666667,32.46487724
S1445,LNA,Lamna nasus,ATL_N,7.54E-05,0.00020451,31.38047138,35.67413258
S1446,LNA,Lamna nasus,ATL_N,0.000170218,0.000454711,30.37878788,32.86311769
S1447,LNA,Lamna nasus,ATL_N,0.000532417,0.00172964,44.19191919,39.62715865
S1448,LNA,Lamna nasus,ATL_N,0.001527396,0.002331346,76.66666667,29.05932629
S1449,LNA,Lamna nasus,ATL_N,0.001148298,0.002797931,50.18518519,37.08515393
S1450,LNA,Lamna nasus,ATL_N,0.000574245,0.001114446,50.53391053,45.37280265
S1451,LNA,Lamna nasus,ATL_N,0.000379761,0.000868765,51.82539683,43.43568934
S1452,LNA,Lamna nasus,ATL_N,0.00098954,0.002278928,58.57142857,41.80453382
S1453,LNA,Lamna nasus,ATL_N,6.03E-06,3.06E-05,8.390022676,16.76625038
S1454,LNA,Lamna nasus,ATL_N,1.38E-07,6.33E-07,4.166666667,8.333333333
S1455,LNA,Lamna nasus,AUSTRL,0.000270137,0.000587345,33.33333333,29.3543524
S1456,LNA,Lamna nasus,AUSTRL,1.68E-06,9.66E-06,5,11.18033989
S1457,LNA,Lamna nasus,AUSTRL,1.60E-06,6.77E-06,3.703703704,6.415002991
S1458,LNA,Lamna nasus,AUSTRL,7.15E-05,0.000200295,17.76960784,21.11971561
S1459,LNA,Lamna nasus,AUSTRL,0.00033031,0.000818162,75,50
S1460,LNA,Lamna nasus,AUSTRL,1.76E-05,6.26E-05,10.79365079,14.07964245
S1461,LNA,Lamna nasus,AUSTRL,0.00043336,0.001133501,61.37909709,41.01219612
S1462,LNA,Lamna nasus,AUSTRL,0.000349812,0.001002188,39.57671958,36.02833702
S1463,LNA,Lamna nasus,AUSTRL,0,0,0,0
S1464,LNA,Lamna nasus,AUSTRL,0,0,0,0
S1465,LNA,Lamna nasus,ATL_N,0.000140367,0.000227902,51.38888889,46.67162672
S1466,LNA,Lamna nasus,ATL_N,0.000884913,0.000662749,100,0
S1467,LNA,Lamna nasus,ATL_N,0.000396294,0.000530961,78.33333333,21.73067468
S1468,LNA,Lamna nasus,ATL_N,0.001699219,0.003164793,100,0
S1469,LNA,Lamna nasus,ATL_N,6.85E-05,0.000108135,45.83333333,41.66666667
S1470,LNA,Lamna nasus,ATL_N,9.41E-05,0.000133354,66.66666667,57.73502692
S1471,LNA,Lamna nasus,ATL_N,0.001370071,0.002983512,76.53061224,38.40224929
S1472,LNA,Lamna nasus,ATL_N,0.001615817,0.004575267,71.62698413,26.66684382
S1473,LNA,Lamna nasus,ATL_N,5.08E-05,0.000108457,27.77777778,48.11252243
S1474,LNA,Lamna nasus,ATL_N,7.53E-05,8.17E-05,80,28.28427125
S1475,LNA,Lamna nasus,ATL_N,0.00059662,0.001231654,73.33333333,26.24669291
S1476,LNA,Lamna nasus,ATL_N,0,0,0,0
S1477,LNA,Lamna nasus,ATL_N,0.000337206,0.000572923,46.66666667,42.16370214
S1478,LNA,Lamna nasus,ATL_N,0.000320769,0.00046962,90.83333333,10.67187373
S1479,LNA,Lamna nasus,ATL_N,3.66E-05,0.000101002,31.25,47.32423622
S1480,LNA,Lamna nasus,ATL_N,0.000645266,0.001191189,82.22222222,19.62613526
S1481,LNA,Lamna nasus,ATL_N,4.55E-05,6.83E-05,28.57142857,40.40610178
S1482,LNA,Lamna nasus,ATL_N,0.00049277,0.000710449,80,44.72135955
S1483,LNA,Lamna nasus,ATL_N,0.000146632,0.000271402,61.42857143,45.61745698
S1484,LNA,Lamna nasus,ATL_N,0.000381901,0.001066888,61.30952381,30.14044976
S1485,LNA,Lamna nasus,ATL_N,0.000106557,0.000150417,33.33333333,47.14045208
S1486,LNA,Lamna nasus,ATL_N,0.000459419,0.000721776,66,42.19004622
S1487,LNA,Lamna nasus,ATL_N,0.000474182,0.000675629,79.16666667,33.2290034
S1488,LNA,Lamna nasus,ATL_N,0.000114498,0.000193939,45,52.59911279
S1489,LNA,Lamna nasus,ATL_N,0.000433448,0.00045013,76.66666667,32.48931448
S1490,LNA,Lamna nasus,ATL_N,0,0,0,NA
S1491,LNA,Lamna nasus,ATL_N,0.000391847,0.000753411,67.85714286,33.48181217
S1492,LNA,Lamna nasus,ATL_N,0.000103427,0.000221066,57.26495726,16.28423836
S1493,LNA,Lamna nasus,ATL_N,0.000299369,0.000259072,85,30
S1494,CFA,Carcharhinus falciformis,PAC_NE,4.32E-05,8.05E-05,54.54545455,50.61603966
S1495,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1496,CFA,Carcharhinus falciformis,PAC_NE,1.21E-06,7.84E-06,1.851851852,4.536092116
S1497,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1498,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1499,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1500,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1501,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1502,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1503,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1504,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1505,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1506,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1507,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1508,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1509,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1510,CFA,Carcharhinus falciformis,PAC_NE,0,0,0,0
S1511,CFA,Carcharhinus falciformis,IND_SW,4.76E-05,0.000116114,22.22222222,38.49001795
S1512,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1513,CFA,Carcharhinus falciformis,IND_SW,5.78E-06,1.68E-05,28.47222222,34.38026054
S1514,CFA,Carcharhinus falciformis,IND_SW,1.14E-05,2.76E-05,39.58333333,53.15562843
S1515,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1516,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1517,CFA,Carcharhinus falciformis,IND_SW,2.48E-05,8.59E-05,10.55555556,0.785674201
S1518,CFA,Carcharhinus falciformis,IND_SW,0.000116281,0.000355582,30.55555556,33.6787657
S1519,CFA,Carcharhinus falciformis,IND_SW,0.000333534,0.000839361,50,0
S1520,CFA,Carcharhinus falciformis,IND_SW,2.94E-05,8.10E-05,13.98809524,19.64285714
S1521,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1522,CFA,Carcharhinus falciformis,IND_SW,0.000497454,0.001154939,75,35.35533906
S1523,CFA,Carcharhinus falciformis,IND_SW,4.80E-05,9.67E-05,33.84615385,31.22735866
S1524,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1525,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1526,CFA,Carcharhinus falciformis,IND_SW,9.09E-06,2.01E-05,21.59090909,4.821182599
S1527,CFA,Carcharhinus falciformis,IND_SW,5.07E-05,0.000130885,34.375,47.18646522
S1528,CFA,Carcharhinus falciformis,IND_SW,2.58E-05,6.61E-05,14.28571429,24.74358297
S1529,CFA,Carcharhinus falciformis,IND_SW,0.000122062,0.000134234,83.33333333,NA
S1530,CFA,Carcharhinus falciformis,IND_SW,1.22E-05,3.81E-05,38.0952381,54.08484139
S1531,CFA,Carcharhinus falciformis,IND_SW,0,0,0,NA
S1532,CFA,Carcharhinus falciformis,IND_SW,7.99E-06,2.69E-05,11.71428571,12.55193294
S1533,CFA,Carcharhinus falciformis,IND_SW,0,0,0,NA
S1534,CFA,Carcharhinus falciformis,IND_SW,1.62E-05,5.13E-05,33.33333333,57.73502692
S1535,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1536,CFA,Carcharhinus falciformis,IND_SW,0.000425398,0.000562,72.72727273,38.56946079
S1537,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1538,CFA,Carcharhinus falciformis,IND_SW,0.0002721,0.000396002,23.95833333,28.94259164
S1539,CFA,Carcharhinus falciformis,IND_SW,0,NA,0,NA
S1540,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1541,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1542,CFA,Carcharhinus falciformis,IND_SW,0,0,0,0
S1543,CFA,Carcharhinus falciformis,IND_SW,0,NA,0,NA
S1544,CFA,Carcharhinus falciformis,ATL_N,0.000264536,0.000230591,50,70.71067812
S807,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S808,LDI,Lamna ditropis,PAC_NE,1.91E-05,0.000114864,1.666666667,2.886751346
S809,LDI,Lamna ditropis,PAC_NE,3.49E-06,3.17E-05,0.925925926,3.207501495
S810,LDI,Lamna ditropis,PAC_NE,1.30E-05,0.000117262,7.5,16.87371394
S811,LDI,Lamna ditropis,PAC_NE,5.04E-05,0.000252224,4.545454545,6.428243465
S812,LDI,Lamna ditropis,PAC_NE,1.04E-05,7.30E-05,1.666666667,5.773502692
S813,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S814,LDI,Lamna ditropis,PAC_NE,1.29E-07,1.12E-06,1.566951567,3.731491795
S815,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S816,LDI,Lamna ditropis,PAC_NE,1.20E-05,9.18E-05,7.043650794,16.452382
S817,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S818,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S819,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S820,LDI,Lamna ditropis,PAC_NE,1.28E-06,1.18E-05,1.19047619,3.149703942
S821,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S822,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S823,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S824,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S825,LDI,Lamna ditropis,PAC_NE,1.16E-05,7.97E-05,2.338286713,6.581527878
S826,LDI,Lamna ditropis,PAC_NE,2.93E-06,2.81E-05,3.03030303,10.49727762
S827,LDI,Lamna ditropis,PAC_NE,2.02E-05,0.000149709,3.535353535,9.741061375
S828,LDI,Lamna ditropis,PAC_NE,2.94E-06,3.83E-05,1.5625,5.412658774
S829,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S830,LDI,Lamna ditropis,PAC_NE,1.04E-07,1.01E-06,2.222222222,6.666666667
S831,LDI,Lamna ditropis,PAC_NE,3.65E-05,0.000539373,1.525500911,4.791463916
S832,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S833,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S834,LDI,Lamna ditropis,PAC_NE,3.56E-05,0.000272643,2.402998236,6.358677333
S835,LDI,Lamna ditropis,PAC_NE,4.33E-06,4.34E-05,1.046176046,2.808297324
S836,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S837,LDI,Lamna ditropis,PAC_NE,1.08E-05,0.00010395,0.657894737,1.860807319
S838,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S839,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S840,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S841,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S842,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S843,LDI,Lamna ditropis,PAC_NE,9.43E-06,5.33E-05,4.305555556,8.54928522
S844,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S845,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S846,LDI,Lamna ditropis,PAC_NE,4.11E-08,4.76E-07,1.666666667,5.773502692
S847,LDI,Lamna ditropis,PAC_NE,1.95E-06,1.83E-05,3.075396825,9.583932698
S848,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S849,LDI,Lamna ditropis,PAC_NE,5.56E-06,2.46E-05,6.493506494,17.18020332
S850,LDI,Lamna ditropis,PAC_NE,5.82E-06,5.25E-05,7.023809524,12.9251825
S851,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S852,LDI,Lamna ditropis,PAC_NE,3.52E-05,0.000324662,5.016025641,7.651803082
S853,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S854,LDI,Lamna ditropis,PAC_NE,3.84E-06,2.65E-05,2.845185908,4.061267782
S855,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S856,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S857,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S858,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S859,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S860,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S861,LDI,Lamna ditropis,PAC_NE,1.28E-06,1.50E-05,1.136363636,3.768891807
S862,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S863,LDI,Lamna ditropis,PAC_NE,7.47E-06,5.52E-05,2.09486166,4.710195601
S864,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S865,LDI,Lamna ditropis,PAC_NE,1.09E-05,7.46E-05,6.359444245,12.05797874
S866,LDI,Lamna ditropis,PAC_NE,6.58E-07,5.96E-06,1.19047619,3.149703942
S867,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S868,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S869,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S870,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S871,LDI,Lamna ditropis,PAC_NE,9.39E-08,9.90E-07,1.041666667,3.608439182
S872,LDI,Lamna ditropis,PAC_NE,1.11E-05,4.38E-05,7.575757576,13.12159703
S873,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S874,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S875,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S876,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S877,LDI,Lamna ditropis,PAC_NE,1.24E-05,7.80E-05,2.898550725,5.020437123
S878,LDI,Lamna ditropis,PAC_NE,1.36E-05,7.08E-05,5.952380952,11.84508854
S879,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S880,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S881,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S882,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S883,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S884,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S885,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S886,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S887,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S888,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S889,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S890,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S891,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S892,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S893,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S894,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S895,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S896,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S897,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S898,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S899,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S900,LDI,Lamna ditropis,PAC_NE,5.45E-07,7.23E-06,0.669191919,1.6183303
S901,LDI,Lamna ditropis,PAC_NE,6.80E-06,5.07E-05,1.785714286,4.724555913
S902,LDI,Lamna ditropis,PAC_NE,1.53E-05,6.60E-05,11.875,26.44907506
S903,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S904,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S905,LDI,Lamna ditropis,PAC_NE,6.27E-06,5.77E-05,6.166666667,11.54834177
S906,LDI,Lamna ditropis,PAC_NE,1.90E-06,3.29E-06,50,70.71067812
S907,LDI,Lamna ditropis,PAC_NE,0,NA,0,NA
S908,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S909,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S910,LDI,Lamna ditropis,PAC_NE,1.82E-05,0.000208048,0.892857143,3.092947871
S911,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S912,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S913,LDI,Lamna ditropis,PAC_NE,1.67E-07,2.20E-06,0.308641975,0.925925926
S914,LDI,Lamna ditropis,PAC_NE,5.91E-06,5.48E-05,1.081007115,2.837582801
S915,LDI,Lamna ditropis,PAC_NE,4.95E-05,0.000404277,2.347222222,6.923265685
S916,LDI,Lamna ditropis,PAC_NE,3.08E-05,0.000218267,3.571428571,8.341060116
S917,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S918,LDI,Lamna ditropis,PAC_NE,1.54E-06,1.52E-05,0.5,1.58113883
S919,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S920,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S921,LDI,Lamna ditropis,PAC_NE,1.25E-06,1.18E-05,1.298701299,4.307304923
S922,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S923,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S924,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S925,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S926,LDI,Lamna ditropis,PAC_NE,5.69E-08,6.19E-07,4.545454545,15.07556723
S927,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S928,LDI,Lamna ditropis,PAC_NE,4.25E-07,6.14E-06,0.490196078,1.698089027
S929,LDI,Lamna ditropis,PAC_NE,4.22E-08,4.81E-07,1.666666667,5.773502692
S930,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S931,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S932,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S933,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S934,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S935,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S936,LDI,Lamna ditropis,PAC_NE,0,NA,0,NA
S937,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S938,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S939,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S940,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S941,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S942,LDI,Lamna ditropis,PAC_NE,0,NA,0,NA
S943,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S944,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S945,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S946,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S947,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S948,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S949,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S950,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S951,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S952,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S953,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S954,LDI,Lamna ditropis,PAC_NE,1.08E-05,6.48E-05,10,22.36067977
S955,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S956,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S957,LDI,Lamna ditropis,PAC_NE,6.23E-06,5.50E-05,0.653594771,1.960784314
S958,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S959,LDI,Lamna ditropis,PAC_NE,1.32E-05,9.63E-05,1.704545455,5.653337711
S960,LDI,Lamna ditropis,PAC_NE,1.96E-05,0.000290109,0.571617536,1.363645355
S961,LDI,Lamna ditropis,PAC_NE,1.61E-05,9.16E-05,6.127508855,10.13932595
S962,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S963,LDI,Lamna ditropis,PAC_NE,3.01E-06,3.22E-05,0.925925926,3.207501495
S964,LDI,Lamna ditropis,PAC_NE,4.43E-05,0.000280608,5.272505273,6.043150524
S965,LDI,Lamna ditropis,PAC_NE,0,NA,0,NA
S966,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S967,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S968,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
